ts_code,code,name_x,last_price,pre_close,open,volume,amount,quote_time,pct_change,high,low,turnover_rate,pe_ttm,pb,source,run_ts,quote_date,trade_date,history_trade_date,history_close,name_y,industry,market,gap_days,hist_ret_close_1d,hist_ret_close_3d,hist_ret_close_5d,close_ma5_ratio,close_ma10_ratio,hist_close_range_pos_5d,hist_close_drawdown_10d,hist_close_vol_5d,hist_overnight_prev_1d,hist_overnight_prev_3d_mean,hist_overnight_prev_5d_mean,hist_overnight_prev_5d_std,hist_overnight_positive_rate_5d,is_new_listing_180d,prev_limit_move_like_1d,prev_soft_outlier_1d,name,live_return_vs_prev_close,live_return_vs_pre_close,live_range_pos,from_day_high,from_day_low,live_px_ma5_ratio,live_px_ma10_ratio,live_near_limit_move_like,live_soft_outlier,live_intraday_pullback
000708.SZ,708,中信特钢,12.97,12.95,12.9,167414.0,21684.0,15:47:03,0.15,13.22,12.69,0.33,10.81,1.55,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,15.48,中信特钢,特种钢,主板,1,0.0065019505851755,0.0006464124111182,-0.0549450549450548,0.0015527950310558,-0.0368941703477881,0.5106382978723402,-0.0813056379821959,0.0202561856387408,0.0006501950585175,0.0012973375606643,-0.0008401430032162,0.0030355806334181,0.6,False,False,False,中信特钢,-0.16214470284237725,0.001544401544401719,0.5283018867924538,-0.018910741301058964,0.022064617809298692,-0.1608436853002071,-0.1930566789025071,False,True,False
000725.SZ,725,京东方Ａ,7.95,7.79,7.96,41524576.0,3248906.0,15:47:24,2.05,8.21,7.51,11.74,49.49,2.2,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,4.17,京东方Ａ,元器件,主板,1,0.0048192771084336,0.0096852300242131,-0.0234192037470725,0.0,0.0028860028860029,0.5,-0.0234192037470725,0.0162075834816339,-0.002409638554217,1.922651525853326e-05,-0.0014115021037338,0.0036471330235664,0.2,False,False,False,京东方Ａ,0.906474820143885,0.020539152759948776,0.6285714285714282,-0.03166869671132777,0.05858854860186424,0.906474820143885,0.9119769119769123,False,True,False
000733.SZ,733,振华科技,55.82,58.33,59.1,427755.0,243254.0,15:47:12,-4.3,60.8,54.25,7.72,31.47,1.96,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,43.54,振华科技,元器件,主板,1,-0.070254110612855,-0.0700555318240068,-0.0870203396938561,-0.0582688065060343,-0.0688025322411617,0.0,-0.0870203396938561,0.0309909627906447,-0.0647021140294683,-0.0214260685312301,-0.0122186031258602,0.0293501996504289,0.6,False,False,False,振华科技,0.28203950390445565,-0.043031030344591104,0.23969465648854976,-0.08190789473684201,0.028940092165898657,0.20733659211835476,0.19383193960262646,False,True,True
000768.SZ,768,中航西飞,20.17,19.91,19.95,268447.0,53679.0,15:47:54,1.31,20.45,19.58,0.97,50.59,2.54,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,23.5,中航西飞,航空,主板,1,-0.0004253509145045,-0.0117746005046257,-0.0289256198347107,-0.0111092408685405,-0.0271568140420599,0.0,-0.0520371117386042,0.0096146871858331,-0.0106337728626116,-0.0041061715246375,-0.0034521707895765,0.0045421745681478,0.2,False,False,False,中航西飞,-0.14170212765957435,0.013058764439979997,0.678160919540233,-0.013691931540342206,0.030132788559755097,-0.15123716546036003,-0.16501076337141896,False,True,False
000776.SZ,776,广发证券,23.26,22.35,22.46,1398661.0,324347.0,15:47:18,4.07,23.86,22.46,2.37,11.63,1.32,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,21.28,广发证券,证券,主板,1,0.0085308056872037,0.0715005035246727,0.043648847474252,0.0384540308413041,0.0490510229233425,1.0,0.0,0.0309692933340877,-0.0004739336492891,0.0199455609591511,0.0095094098474743,0.0262930025122654,0.4,False,False,False,广发证券,0.09304511278195493,0.040715883668903885,0.5714285714285725,-0.025146689019279078,0.0356188780053428,0.13507710325980904,0.14666009366527022,False,True,False
000786.SZ,786,北新建材,18.25,18.08,18.19,198318.0,36027.0,15:47:57,0.94,18.48,17.61,1.17,10.83,1.16,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,26.17,北新建材,其他建材,主板,1,0.0405566600397615,0.0497392699558765,0.0339786645594628,0.0389043271139342,0.0314519943244522,1.0,0.0,0.0217730390949989,0.0,-0.002283105022831,-0.0022527416847371,0.0030761058605207,0.0,False,False,False,北新建材,-0.30263660680168136,0.009402654867256777,0.7356321839080457,-0.012445887445887482,0.0363429869392391,-0.27550615323541083,-0.28070313731672714,False,True,False
000792.SZ,792,盐湖股份,29.63,28.91,28.69,811407.0,236251.0,15:47:51,2.49,30.02,28.17,1.53,15.2,3.51,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,39.5,盐湖股份,农药化肥,主板,1,0.0669908157752565,0.0555852485301977,0.0754151919411925,0.0544580886278696,0.0521268944943131,1.0,0.0,0.0412575842787441,-0.01107509454349,-0.0039524319786718,-0.0037116136177263,0.0050537974493855,0.2,False,False,False,盐湖股份,-0.24987341772151905,0.024904877205119247,0.7891891891891887,-0.012991339107261801,0.051828186013489486,-0.20902295782167646,-0.21077164850970886,False,True,False
000800.SZ,800,一汽解放,5.96,5.85,5.84,166859.0,9714.0,15:47:00,1.88,5.99,5.62,0.34,36.9,1.11,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,7.03,一汽解放,汽车整车,主板,1,0.0042857142857142,-0.0014204545454544,0.0014245014245015,-0.0002844141069395,-0.0001422272791922,0.3750000000000028,-0.0112517580872011,0.005980910429957,0.0,-0.0033204729174771,-0.0019922837504862,0.00277272727576,0.0,False,False,False,一汽解放,-0.15220483641536275,0.01880341880341896,0.9189189189189183,-0.005008347245409106,0.06049822064056931,-0.15244596131968124,-0.15232541601479166,False,True,False
000807.SZ,807,云铝股份,23.16,22.48,22.8,846089.0,195043.0,15:47:36,3.02,23.65,22.4,2.44,9.25,2.34,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,33.12,云铝股份,铝,主板,1,0.0193905817174513,-0.0307287093942055,-0.032144944476914,-0.0069561045814343,-0.0360043077102192,0.3749999999999973,-0.0968093809653668,0.0232500010703535,-0.0043090181594337,-0.0039355884912033,0.0023083522657882,0.0092394604579229,0.6,False,False,False,云铝股份,-0.3007246376811593,0.030249110320284656,0.6080000000000012,-0.020718816067653245,0.03392857142857153,-0.30558887023266945,-0.32590156300026196,False,True,False
000858.SZ,858,五 粮 液,74.0,73.17,73.03,427122.0,314911.0,15:47:18,1.13,75.3,71.75,1.1,22.8,2.24,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,98.34,五粮液,白酒,主板,1,-0.018562874251497,-0.0289325565320429,-0.0228537360890301,-0.0189349348550449,-0.0260087554226176,0.0,-0.0493039443155451,0.0097616420766259,-0.0231536926147705,-0.0106515779211465,-0.0074385846257853,0.0093020952618364,0.0,False,False,False,五粮液,-0.2475086434817979,0.01134344676780108,0.6338028169014089,-0.01726427622841964,0.03135888501742157,-0.2617570182964545,-0.26708000713111346,False,True,False
000876.SZ,876,新 希 望,6.44,6.08,6.07,878531.0,55453.0,15:47:00,5.92,6.58,6.05,1.95,-9.27,1.54,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,8.72,新希望,饲料,主板,1,0.005767012687428,0.0163170163170163,0.0046082949308756,0.010194624652456,0.0009182736455464,1.0,-0.0213243546576878,0.0120546597866506,-0.0034602076124566,-0.001548294236725,-0.0046156124867354,0.0045339393020091,0.2,False,False,False,新希望,-0.26146788990825687,0.0592105263157896,0.7358490566037743,-0.02127659574468077,0.06446280991735542,-0.25393883225208524,-0.2607897153351698,False,True,False
