ts_code,trade_date,close,open,high,low,ret_close_1d,ret_close_3d,ret_close_5d,close_ma5_ratio,close_ma10_ratio,close_range_pos_5d,close_drawdown_10d,close_vol_5d,overnight_prev_1d,overnight_prev_3d_mean,overnight_prev_5d_mean,overnight_prev_5d_std,overnight_positive_rate_5d,name,industry,market,gap_days,is_new_listing_180d,prev_limit_move_like_1d,prev_soft_outlier_1d,turnover_rate,volume_ratio,pe,pb,total_mv,circ_mv,pre_close
000876.SZ,2026-06-26,6.08,5.96,6.3,5.89,0.0201342281879195,-0.0177705977382875,-0.0193548387096774,0.000329055610398,-0.0279776179056755,0.4642857142857142,-0.0843373493975903,0.0215379787671533,0.0,-0.0016806722689075,-0.0010089228148794,0.0022595065541824,0.2,新希望,饲料,主板,1,False,False,False,,,,,,,6.08
000938.SZ,2026-06-26,25.62,27.67,27.73,25.6,-0.0975695667488552,-0.0479375696767,-0.0666666666666666,-0.0613321609144866,-0.0494917266453958,0.0067340067340065,-0.1032551627581378,0.0540961981221658,-0.0253610426206409,-0.0102949325969075,-0.0062394742120574,0.0098438938430684,0.2,紫光股份,IT设备,主板,1,False,False,False,,,,,,,25.62
000975.SZ,2026-06-26,17.31,18.09,18.4,17.01,-0.0404656319290466,-0.0960835509138381,-0.178452776459421,-0.0879873551106428,-0.1462813178141645,0.0694444444444438,-0.2337317397078353,0.0442472858212468,0.0027716186252773,-0.012493288127198,-0.0117412205469905,0.0096614227289819,0.2,山金国际,黄金,主板,1,False,False,False,,,,,,,17.31
000983.SZ,2026-06-26,5.92,6.15,6.18,5.92,-0.0373983739837399,-0.0961832061068702,-0.0706436420722135,-0.0585241730279897,-0.1023502653525396,0.0,-0.2064343163538874,0.0314378523108467,0.0,0.0015267175572519,-0.0005736651802685,0.0061535476200967,0.4,山西焦煤,煤炭开采,主板,1,False,False,False,,,,,,,5.92
000977.SZ,2026-06-26,63.89,67.0,67.2,63.66,-0.0682514219046229,-0.0017187499999999,-0.0269570514773073,-0.0244610028705795,-0.0030739463541747,0.1839622641509437,-0.0751302837290097,0.0481387834798362,-0.0228963103397986,-0.0080089038581222,-0.0028631113033362,0.0105447565707081,0.6,浪潮信息,IT设备,主板,1,False,False,False,,,,,,,63.89
000877.SZ,2026-06-26,3.71,3.79,3.81,3.71,-0.021108179419525,-0.0438144329896906,-0.0583756345177665,-0.0313315926892951,-0.0566997203152811,0.0,-0.1103117505995203,0.0077551130718069,0.0,-0.0026109660574412,-0.0041046507004546,0.0041623115555309,0.0,天山股份,水泥,主板,1,False,False,False,,,,,,,3.71
000999.SZ,2026-06-26,22.16,22.75,22.81,22.08,-0.0267896354852876,-0.0700797314309692,-0.0562180579216354,-0.0416053974569673,-0.0631209571724515,0.0400000000000009,-0.1103974307507025,0.0179674678491534,-0.0008783487044355,-0.0053802107114206,-0.0064634738479259,0.0028131748497335,0.0,华润三九,中成药,主板,1,False,False,False,,,,,,,22.16
001289.SZ,2026-06-26,17.57,16.76,17.57,16.76,0.1003256513026051,0.0682149805447471,0.0630445304937077,0.0632761250030256,0.0388949988765507,1.0,-0.0232377140315765,0.0491683398522081,0.0495991983967936,0.0165291731929773,0.0058004130119871,0.0224327242640273,0.4,龙源电力,新型电力,主板,1,False,False,False,,,,,,,17.57
001965.SZ,2026-06-26,9.5,9.7,9.78,9.33,-0.0236382322713258,-0.0686274509803921,-0.0325865580448065,-0.0390451143030547,-0.0296220633299284,0.1752577319587627,-0.0776699029126214,0.0234400476199738,-0.0030832476875644,0.0003030642206898,-0.001212583778343,0.0034870779119658,0.4,招商公路,路桥,主板,1,False,False,False,,,,,,,9.5
001979.SZ,2026-06-26,6.54,6.72,6.79,6.53,-0.0224215246636771,-0.0657142857142857,-0.0979310344827586,-0.0444184687317359,-0.1007837206104771,0.0121951219512192,-0.2186379928315411,0.0163352287091412,0.0044843049327354,-0.0004834710560515,-0.0027728412543206,0.0043563517920333,0.2,招商蛇口,全国地产,主板,1,False,False,False,,,,,,,6.54
002001.SZ,2026-06-26,29.58,30.0,30.66,29.49,-0.014,-0.0057142857142857,0.0564285714285712,-0.0108346709470303,0.0061224489795919,0.6061381074168791,-0.0494858611825194,0.0316803282856841,0.0,-0.0030326092701231,-0.0020233007063862,0.003733138139845,0.2,新和成,化学制药,主板,1,False,False,False,,,,,,,29.58
002027.SZ,2026-06-26,4.76,4.83,4.89,4.75,-0.012448132780083,-0.0325203252032521,-0.0517928286852589,-0.0229885057471264,-0.0574257425742574,0.0789473684210509,-0.1361161524500908,0.0161837366143795,0.0020746887966804,-0.000697325956662,-0.0020057221569932,0.0025708521865955,0.2,分众传媒,广告包装,主板,1,False,False,False,,,,,,,4.76
002049.SZ,2026-06-26,83.98,86.01,87.64,82.81,-0.0402285714285713,0.0252716396044438,0.0446572956835427,0.0021718895439031,0.0466623460790667,0.4562569213732009,-0.0552368095398807,0.0322239977093646,-0.0170285714285713,-0.0078633316392205,-0.0041085190027334,0.0088420256097265,0.4,紫光国微,半导体,主板,1,False,False,False,,,,,,,83.98
002028.SZ,2026-06-26,175.12,185.55,188.5,174.58,-0.0709814323607427,-0.0926424870466321,-0.079284963196635,-0.0732626320357316,-0.0522424813149107,0.0172413793103445,-0.1494900437105391,0.0497244174100171,-0.0156498673740052,-0.0119762947678112,-0.0030403027024814,0.0127009591964055,0.4,思源电气,电气设备,主板,1,False,False,False,,,,,,,175.12
002142.SZ,2026-06-26,31.13,30.85,31.5,30.78,0.0110425462812602,-0.0022435897435897,0.0113710201429499,0.0056208812508076,-0.0066373093369073,0.6814814814814812,-0.0549483910139647,0.0098264383831279,0.0019486846378695,-0.0030023106229334,-0.0024512854913474,0.0031482290541498,0.4,宁波银行,银行,主板,1,False,False,False,,,,,,,31.13
002129.SZ,2026-06-26,11.19,10.23,11.19,10.17,0.1002949852507373,0.1371951219512195,0.090643274853801,0.0946977108198003,0.0901120311738916,1.0,0.0,0.0663145498069238,0.0058997050147493,-0.0034413620568436,-0.0033843986082908,0.0108655160873681,0.6,TCL中环,电气设备,主板,1,False,False,False,,,,,,,11.19
002050.SZ,2026-06-26,41.5,43.68,43.68,41.5,-0.05553026854802,-0.0391294281083584,-0.0926978574551815,-0.0471160911094783,-0.0648519536707377,0.0,-0.1226215644820295,0.0305358479162985,-0.0059171597633135,-0.0028088663896319,-0.0038490651413704,0.0034141416505273,0.0,三花智控,家用电器,主板,1,False,False,False,,,,,,,41.5
002074.SZ,2026-06-26,26.88,28.6,28.79,26.87,-0.0621074668527564,-0.0903553299492386,-0.0952541231908449,-0.0732312784443525,-0.084250332163663,0.0025380710659893,-0.1275559883154819,0.0356607188559396,-0.0020935101186322,-0.0052427883400704,-0.005551393580728,0.0029971118238808,0.0,国轩高科,电气设备,主板,1,False,False,False,,,,,,,26.88
002202.SZ,2026-06-26,23.33,22.51,23.9,22.26,0.0652968036529679,0.0726436781609194,0.0373499333036906,0.0404031394933999,0.0550354994799437,0.8006993006993005,-0.0238493723849372,0.0436917395480234,0.0278538812785389,0.0032164899902264,-0.0007728087085668,0.0149745467378534,0.2,金风科技,电气设备,主板,1,False,False,False,,,,,,,23.33
002179.SZ,2026-06-26,42.69,43.03,43.87,42.19,0.0082664147378364,0.0286746987951806,0.0468366846493377,0.0104142011834318,0.0588848100009919,0.6488095238095238,-0.0268976521540916,0.0271210603130624,0.0162966461974491,0.0040545685889988,0.0060597330423166,0.0096365893151379,0.8,中航光电,元器件,主板,1,False,False,False,,,,,,,42.69
002180.SZ,2026-06-26,14.55,13.2,14.55,12.8,0.0997732426303854,0.0062240663900414,0.0304532577903684,0.0272521886472749,0.0279053338043093,0.8620689655172417,-0.0415019762845849,0.0607118299302554,-0.0022675736961451,-0.0026497972926544,-0.0024211766074965,0.0020251737122388,0.0,奔图科技,IT设备,主板,1,False,False,False,,,,,,,14.55
002230.SZ,2026-06-26,39.12,41.28,41.43,39.09,-0.0614203454894434,-0.0740828402366864,-0.0819056559493077,-0.0664821266644395,-0.0616004605641912,0.0054644808743158,-0.1224764468371467,0.0361541215991987,-0.0095969289827254,-0.0035902126343044,-0.006039807563348,0.0044688771771974,0.0,科大讯飞,软件服务,主板,1,False,False,False,,,,,,,39.12
002252.SZ,2026-06-26,4.31,4.44,4.47,4.31,-0.0336322869955157,-0.0603880531938085,-0.0664933939787741,-0.0389760970388869,-0.0696971659219928,0.0,-0.1409208690452462,0.0150538406267043,-0.0044843049327353,-0.0020357675308438,-0.0012147917873909,0.0042767317519801,0.4,上海莱士,生物制药,主板,1,False,False,False,,,,,,,4.31
002241.SZ,2026-06-26,22.33,23.31,23.35,22.31,-0.0637316561844865,-0.0320762895535328,-0.0664715719063546,-0.0440924657534247,-0.047029702970297,0.0094786729857817,-0.0855855855855857,0.035724185623368,-0.0226415094339623,-0.0118265064868513,-0.0088672665568673,0.0076410523843166,0.2,歌尔股份,元器件,主板,1,False,False,False,,,,,,,22.33
002271.SZ,2026-06-26,11.9,12.2,12.43,11.86,-0.0285714285714285,-0.009159034138218,-0.0189612530915086,-0.0170163555261851,-0.0318118948824343,0.1011235955056179,-0.0846153846153845,0.0290147810646483,-0.0040816326530612,0.0002935677161372,0.0019446293756631,0.0063414256972436,0.4,东方雨虹,其他建材,主板,1,False,False,False,,,,,,,11.9
002304.SZ,2026-06-26,39.22,40.09,40.5,39.2,-0.0236494896689072,-0.035889872173058,-0.0441140628808189,-0.0258320914058618,-0.0510525042342123,0.0074626865671626,-0.1154713576905729,0.0132338520085067,-0.0019915359721184,-0.0031550532354353,-0.0036434259618964,0.0015542406013668,0.0,洋河股份,白酒,主板,1,False,False,False,,,,,,,39.22
002352.SZ,2026-06-26,30.82,31.27,31.41,30.78,-0.0147058823529412,-0.017219387755102,-0.0231378763866878,-0.0140754958413308,-0.0382575048367971,0.0283687943262406,-0.1153846153846154,0.0131703439129313,-0.0003196930946292,-0.0015946596029716,-0.0013334435960579,0.0017139592335169,0.0,顺丰控股,仓储物流,主板,1,False,False,False,,,,,,,30.82
002410.SZ,2026-06-26,8.02,8.33,8.34,8.0,-0.0441001191895114,-0.0813287514318442,-0.0865603644646925,-0.0578007518796993,-0.0783727878648586,0.0206185567010304,-0.1234972677595629,0.0202458706992104,-0.0071513706793803,-0.0020109176257923,-0.0037037896734355,0.0040886178747865,0.2,广联达,软件服务,主板,1,False,False,False,,,,,,,8.02
002311.SZ,2026-06-26,43.56,43.1,44.49,42.6,0.0132588974180041,0.0273584905660377,0.0572815533980581,0.0271646859083192,0.0272373540856032,0.7692307692307694,-0.0330743618201996,0.0222971834621009,0.0025587345894393,-0.0023677003864509,-0.0020031445037152,0.0042028232512018,0.2,海大集团,饲料,主板,1,False,False,False,,,,,,,43.56
002459.SZ,2026-06-26,7.9,8.05,8.44,7.88,-0.0186335403726708,-0.0210656753407683,-0.0516206482593036,-0.025172754195459,-0.0545715653422689,0.0312500000000007,-0.1299559471365639,0.0226336184488895,0.0,-0.0049648392302344,-0.0070298493602565,0.0040474946820366,0.0,晶澳科技,电气设备,主板,1,False,False,False,,,,,,,7.9
002422.SZ,2026-06-26,35.6,37.39,37.92,35.6,-0.05142552624567,-0.0458322165639238,-0.0089086859688195,-0.036222859927446,-0.0274021255088379,0.0,-0.0955284552845527,0.0293064080162347,-0.00373034905409,-0.009331497685822,-0.0087249297797403,0.0047747414834551,0.0,科伦药业,化学制药,主板,1,False,False,False,,,,,,,35.6
002460.SZ,2026-06-26,63.38,68.3,68.8,63.3,-0.0728496196606202,-0.0679411764705881,-0.0862168396770473,-0.0771963542121662,-0.0920030944672071,0.0084566596194508,-0.1374523679912901,0.0581238412534677,-0.0008777062609713,-0.0033742471105626,-0.0084670738416981,0.0173161307953899,0.2,赣锋锂业,小金属,主板,1,False,False,False,,,,,,,63.38
002415.SZ,2026-06-26,33.32,34.42,34.67,33.25,-0.0325203252032519,0.0608086596625279,0.0315789473684211,0.00343311449738,0.0289031620553359,0.5088495575221241,-0.0624648283624085,0.0500997368432232,-0.000580720092915,-0.0015730829074356,-0.0035124812819152,0.0034040332632862,0.0,海康威视,IT设备,主板,1,False,False,False,,,,,,,33.32
002371.SZ,2026-06-26,813.37,795.0,828.0,782.17,0.0192606516290727,0.0881349583272017,0.1280511483412849,0.0497995575552476,0.1110412947236569,0.8632710280373832,-0.0176690821256038,0.0134387467396986,-0.0037593984962406,-0.006926574856643,0.0020962354935836,0.0176601505220013,0.6,北方华创,半导体,主板,1,False,False,False,,,,,,,813.37
002463.SZ,2026-06-26,147.28,152.98,155.25,143.26,-0.0497451448480548,0.0633935018050542,-0.0041920216362407,0.0096246126847459,0.0346838270937104,0.5269210663878724,-0.0578903601356106,0.0565192989034241,-0.0129685786179755,-0.0027392052165342,0.0005542790065018,0.0084114129273906,0.6,沪电股份,元器件,主板,1,False,False,False,,,,,,,147.28
002466.SZ,2026-06-26,58.92,64.1,65.0,58.89,-0.088490099009901,-0.0391389432485322,-0.0524284335799292,-0.0676625102854611,-0.0683259278000031,0.0383747178329575,-0.1263345195729537,0.0694178104185131,-0.0083539603960397,-0.0034399284288023,-0.0134859741863985,0.0186764419177489,0.0,天齐锂业,小金属,主板,1,False,False,False,,,,,,,58.92
002493.SZ,2026-06-26,11.38,12.02,12.26,11.24,-0.0281810418445772,-0.0364098221845893,0.0151650312221232,-0.0377135125993572,-0.0288445127154803,0.24712643678161,-0.1032308904649329,0.0478291039605876,0.0264730999146027,0.0044228002269918,0.000537332902324,0.0134305755045836,0.2,荣盛石化,化纤,主板,1,False,False,False,,,,,,,11.38
002555.SZ,2026-06-26,18.41,18.76,19.07,18.01,-0.0290084388185654,0.0383530738860689,0.0538065254722381,0.0052418914491645,0.0212459089144063,0.5550847457627115,-0.0539568345323741,0.0372264139144666,-0.010548523206751,-0.0079737885070432,-0.0092595400459586,0.0021620269667316,0.0,三七互娱,互联网,主板,1,False,False,False,,,,,,,18.41
002594.SZ,2026-06-26,78.2,81.51,81.8,78.2,-0.048661800486618,-0.0799999999999999,-0.1126744581867694,-0.0607509188306227,-0.0948550263325425,0.0,-0.1490750816104461,0.0165075494950538,-0.0083941605839416,-0.006759638161834,-0.0081728650697779,0.0025214326083162,0.0,比亚迪,汽车整车,主板,1,False,False,False,,,,,,,78.2
002709.SZ,2026-06-26,50.01,55.21,55.95,49.96,-0.0940217391304348,-0.0745743893412287,-0.0310017438480915,-0.0790394460609186,-0.0508815547247157,0.1176470588235288,-0.1212440695835529,0.0690474949300283,0.0001811594202898,-0.0037903484769755,-0.0076844277976116,0.0080406454032713,0.2,天赐材料,化工原料,主板,1,False,False,False,,,,,,,50.01
002603.SZ,2026-06-26,14.66,15.22,15.3,14.65,-0.0374261326329612,-0.0505181347150258,-0.0239680426098535,-0.0346371658106151,-0.0333003626772173,0.0341880341880349,-0.0715642811906269,0.0247231800321318,-0.000656598818122,-0.0057968669280117,-0.0041425719840495,0.0054444994182519,0.0,以岭药业,中成药,主板,1,False,False,False,,,,,,,14.66
002601.SZ,2026-06-26,17.37,17.36,17.79,17.2,-0.0034423407917383,0.0339285714285715,0.1220930232558139,0.0100011629259215,0.0672811059907836,0.7816593886462883,-0.0279798545047565,0.0459379130711804,-0.0040160642570281,-0.0073486727246929,0.0001947708076106,0.0098467917782042,0.4,龙佰集团,化工原料,主板,1,False,False,False,,,,,,,17.37
002648.SZ,2026-06-26,24.87,25.55,26.65,24.82,-0.0315420560747663,-0.01231135822081,0.1487297921478061,0.0005632442870935,0.0445629803855684,0.6433566433566434,-0.0758082497212931,0.0510075613529845,-0.00506230529595,0.0132863849893379,0.0277958109277592,0.0410149575659095,0.4,卫星化学,化工原料,主板,1,False,False,False,,,,,,,24.87
002812.SZ,2026-06-26,62.86,67.57,68.25,62.76,-0.079244177530394,-0.0864699898270601,-0.0714918759231906,-0.0794599185777465,-0.0819873236556941,0.0102669404517455,-0.1329655172413792,0.0545040471304651,-0.0102534055954299,-0.0037542628696547,-0.0046956338311334,0.0050770032464801,0.0,恩捷股份,电气设备,主板,1,False,False,False,,,,,,,62.86
002736.SZ,2026-06-26,9.99,10.4,10.52,9.98,-0.0458452722063037,-0.0310378273520853,0.0142131979695432,-0.0270744059213089,-0.0148900502908981,0.2307692307692306,-0.0566572237960339,0.0376803371953931,-0.0066857688634193,-0.0041719405146818,-0.0012950718515548,0.0041830839836809,0.4,国信证券,证券,主板,1,False,False,False,,,,,,,9.99
002714.SZ,2026-06-26,33.56,33.03,34.6,32.38,0.0370828182941904,0.0163537250151422,-0.0020814748736247,0.0143876193930601,-0.0097373856594865,0.541795665634676,-0.0580971091776593,0.0248165182036851,0.0207045735475897,0.0037219283500229,0.0025770886546066,0.0106789426575178,0.6,牧原股份,农业综合,主板,1,False,False,False,,,,,,,33.56
002821.SZ,2026-06-26,152.5,152.51,158.5,150.25,0.0155495621483034,0.1969702915898119,0.2446439502142419,0.0973433497395157,0.1999889837076904,0.8492272898605352,-0.0378548895899053,0.0385908923197516,0.0156161555622149,0.0083723354384826,0.0031810788427536,0.0075479116381197,0.6,凯莱英,生物制药,主板,1,False,False,False,,,,,,,152.5
002841.SZ,2026-06-26,32.28,33.63,33.7,32.25,-0.0429884375926473,-0.0627177700348431,-0.0756013745704468,-0.0477314295828663,-0.0559747324091944,0.0099337748344374,-0.0914719954967633,0.0160400076353995,-0.0029647198339755,-0.0010857914030528,-0.002372315890781,0.0036133116904824,0.2,视源股份,元器件,主板,1,False,False,False,,,,,,,32.28
002916.SZ,2026-06-26,433.5,448.0,448.8,420.47,-0.0472527472527473,0.0176056338028169,-0.0447333627148524,-0.0164447711617521,0.0116709723943346,0.3737830319888735,-0.0767166467882092,0.0492737506369102,-0.0153846153846153,-0.0059429386581439,-0.0039343105171171,0.013866545456642,0.4,深南电路,元器件,主板,1,False,False,False,,,,,,,433.5
002920.SZ,2026-06-26,78.9,82.07,82.88,78.9,-0.0389768574908646,-0.061161351737268,-0.1008547008547008,-0.051340627630155,-0.0790241624839499,0.0,-0.1229435304579812,0.0156083741119691,-0.0003654080389768,-0.0009617338371408,-0.0019102320702589,0.0061425655463538,0.2,德赛西威,汽车配件,主板,1,False,False,False,,,,,,,78.9
003816.SZ,2026-06-26,3.94,3.98,4.03,3.92,-0.005050505050505,-0.031941031941032,-0.034313725490196,-0.0179461615154538,-0.0478492025132913,0.074074074074074,-0.1263858093126385,0.0087460828773317,0.0050505050505049,2.907897644729059e-05,-0.0009605535706117,0.0030056167076694,0.2,中国广核,新型电力,主板,1,False,False,False,,,,,,,3.94
300014.SZ,2026-06-26,62.21,67.0,67.53,62.1,-0.0688519682682233,-0.0753567181926277,-0.0667566756675667,-0.0686568057967541,-0.0451266308518804,0.0131894484412469,-0.1168370244179443,0.0464855907800681,0.0028438856458614,-0.00473875663093,-0.005506920601521,0.005474565542706,0.2,亿纬锂能,电气设备,创业板,1,False,False,False,,,,,,,62.21
000166.SZ,2026-06-26,4.4,4.57,4.63,4.39,-0.043478260869565,-0.0455531453362255,-0.002267573696145,-0.032541776605101,-0.0316901408450702,0.0303030303030323,-0.0677966101694914,0.0369487339840366,-0.0065217391304346,-0.0065476577209104,-0.0052460402573044,0.0021803420920806,0.0,申万宏源,证券,主板,1,False,False,False,,,,,,,4.4
300015.SZ,2026-06-26,8.0,8.25,8.32,8.0,-0.0338164251207728,-0.0675990675990676,-0.0326481257557436,-0.0393852065321804,-0.040767386091127,0.0555555555555553,-0.096045197740113,0.0269606580458914,-0.003623188405797,-0.0051470952897501,-0.0052522654743899,0.0022169312843773,0.0,爱尔眼科,医疗保健,创业板,1,False,False,False,,,,,,,8.0
300033.SZ,2026-06-26,242.0,257.0,259.47,241.26,-0.0656370656370656,-0.0296712109061748,0.1272066700824445,-0.0220641719873918,0.0484587223533998,0.5484114977307111,-0.0898149541146381,0.0872604419830987,-0.0077220077220077,-0.0041607805886704,-0.004590410877168,0.0069333147682895,0.2,同花顺,软件服务,创业板,1,False,False,False,,,,,,,242.0
300122.SZ,2026-06-26,11.38,11.97,12.12,11.38,-0.0516666666666666,-0.0829975825946817,-0.0679770679770679,-0.0524562864279767,-0.0677480134349142,0.0,-0.114396887159533,0.0285602111159751,-0.0024999999999999,-0.0036227336122733,-0.0041379115061276,0.003807555099222,0.0,智飞生物,生物制药,创业板,1,False,False,False,,,,,,,11.38
300059.SZ,2026-06-26,20.07,20.93,21.17,20.02,-0.0492657508289909,-0.039712918660287,0.0790322580645159,-0.0278988666085439,0.0194026818366519,0.4723032069970849,-0.0827239488117,0.0715713448973878,-0.0085267645665561,-0.0051547755030244,-0.007662373200964,0.0047085000707598,0.0,东方财富,证券,创业板,1,False,False,False,,,,,,,20.07
300124.SZ,2026-06-26,63.28,66.4,66.75,63.13,-0.0532615200478755,-0.0529781502544147,-0.1109862320876651,-0.0475617098133651,-0.06917905947075,0.0181378476420796,-0.1254836926478717,0.0236860989808099,-0.0065828845002992,-0.0013328167247133,-0.0024884297933501,0.0052407455516445,0.4,汇川技术,电器仪表,创业板,1,False,False,False,,,,,,,63.28
300274.SZ,2026-06-26,151.05,154.01,159.98,150.4,-0.0105463120660289,-0.0062499999999999,0.0276908422914683,-0.0241869839916275,-0.006544115229044,0.1100055279159761,-0.096320670056835,0.0668367324432097,0.0088431809249311,0.0038405031661008,0.0027234291824971,0.0106333116125513,0.8,阳光电源,电气设备,创业板,1,False,False,False,,,,,,,151.05
300142.SZ,2026-06-26,11.67,12.2,12.37,11.66,-0.0473469387755102,-0.0584913271480435,-0.0523751522533495,-0.043756145526057,-0.0290777486584301,0.0086580086580084,-0.0893484198205227,0.0230440323840716,-0.0040816326530612,-0.0014759986399208,-0.0033240381417271,0.0087623125934815,0.2,沃森生物,生物制药,创业板,1,False,False,False,,,,,,,11.67
300223.SZ,2026-06-26,233.21,240.0,242.0,229.0,-0.0174839905628581,0.2021134020618558,0.2534802472453641,0.1051349609523089,0.2373261742687515,0.8587043883619998,-0.0363223140495867,0.0866925420905099,0.0111223458038423,0.0170807403778331,0.0133947443126912,0.0195539697855791,0.6,北京君正,半导体,创业板,1,False,False,False,,,,,,,233.21
300308.SZ,2026-06-26,1253.89,1296.0,1296.94,1235.13,-0.0525238023273386,-0.0428393676384148,-0.0833333333333333,-0.0474580700445621,-0.0255667401570884,0.1032187070151306,-0.1150344418722827,0.0326716761992991,-0.020704246637449,-0.0024746947927547,0.0003336987639968,0.0112303250974698,0.6,中际旭创,通信设备,创业板,1,False,False,False,,,,,,,1253.89
000408.SZ,2026-06-26,68.05,70.78,70.95,67.89,-0.0292439372325249,-0.0613793103448275,-0.1095263020151793,-0.0621813070202034,-0.0975758540207936,0.013876843018213,-0.1860047846889951,0.0449928166742723,0.0097004279600572,-0.0090835895242746,-0.0080352053422809,0.0131744966091373,0.2,藏格矿业,农药化肥,主板,1,False,False,False,,,,,,,68.05
300316.SZ,2026-06-26,58.37,55.91,59.27,55.47,0.0334631728045324,0.0460573476702508,0.0831323065503804,0.0239991579242833,0.0775535823072235,0.850993377483443,-0.0151847477644677,0.0355147527525935,-0.0100920679886685,-0.0072917878148329,0.0003143324305067,0.0211251688375372,0.4,晶盛机电,专用机械,创业板,1,False,False,False,,,,,,,58.37
300347.SZ,2026-06-26,45.05,43.59,45.98,43.42,0.0271317829457364,0.0966407010710808,0.1228813559322032,0.0497739665377265,0.0895854496202777,0.871900826446281,-0.0202261852979556,0.0219802845237258,-0.0061559507523938,-0.0051151966111028,-0.0075939415541517,0.011934435514546,0.2,泰格医药,医疗保健,创业板,1,False,False,False,,,,,,,45.05
300394.SZ,2026-06-26,318.0,331.0,334.68,316.8,-0.0700938678831477,0.0223108082042049,-0.0552584670231729,-0.019988535714946,-0.0059580001625479,0.3,-0.0809248554913294,0.055294358779731,-0.0320788373249115,-0.0180819205521175,-0.0100173044405991,0.0143844950295743,0.2,天孚通信,通信设备,创业板,1,False,False,False,,,,,,,318.0
300442.SZ,2026-06-26,77.77,82.0,82.0,77.56,-0.0696255532958488,-0.0542381126109693,-0.0869922517022776,-0.0634408343168188,-0.0434076679909963,0.0180722891566259,-0.1279434850863423,0.0435955801503152,-0.0190214140447422,-0.0064620814662092,-0.0059680333743934,0.0080055810773898,0.2,润泽科技,软件服务,创业板,1,False,False,False,,,,,,,77.77
300418.SZ,2026-06-26,38.75,40.0,40.5,38.72,-0.0502450980392156,-0.074074074074074,-0.0988372093023255,-0.0668047394278008,-0.0418376934869689,0.0045248868778282,-0.1522642747757602,0.0371765849833779,-0.0196078431372548,-0.0077306908426452,-0.0090701705760771,0.0085003837149217,0.0,昆仑万维,互联网,创业板,1,False,False,False,,,,,,,38.75
300496.SZ,2026-06-26,59.2,61.5,61.5,59.18,-0.0439276485788113,-0.0612115445607357,-0.1011235955056178,-0.0555201021059347,-0.0515556410009933,0.0027397260273976,-0.1095066185318892,0.0260426285685132,-0.0067829457364341,-0.0078488982447252,-0.0076240514121093,0.0015639085740946,0.0,中科创达,软件服务,创业板,1,False,False,False,,,,,,,59.2
300413.SZ,2026-06-26,14.35,14.77,14.85,14.34,-0.0356182795698925,-0.0693904020752269,-0.0765765765765765,-0.0492911090499535,-0.0718582239182458,0.0063291139240504,-0.1158348736906963,0.0190878621364002,-0.0073924731182796,0.0055766286624463,0.0020777463794589,0.0095417308796956,0.4,芒果超媒,影视音像,创业板,1,False,False,False,,,,,,,14.35
300498.SZ,2026-06-26,12.16,11.92,12.5,11.76,0.0375426621160408,0.000740679779442,-8.2230079763157e-05,0.0114453021027416,-0.0120006174996141,0.568285976168653,-0.0696962741947823,0.0253529419879642,0.0170648464163822,0.0055684536317691,0.0028424732917105,0.0094723550704468,0.6,温氏股份,农业综合,创业板,1,False,False,False,,,,,,,12.16
300450.SZ,2026-06-26,40.83,43.69,43.87,40.8,-0.0709897610921502,-0.078537576167908,-0.1262572223411084,-0.0792440916471224,-0.0922026813704782,0.0043668122270743,-0.1761501210653754,0.0428087478051569,-0.0059158134243459,9.428507966961301e-08,-0.0033354679354806,0.0076864486334322,0.2,先导智能,专用机械,创业板,1,False,False,False,,,,,,,40.83
300433.SZ,2026-06-26,55.59,54.32,57.48,53.0,-0.0023330940416366,0.0425731432858216,-0.0032275416890801,0.0242850825471698,0.0819174402989431,0.6411837237977809,-0.0497435897435897,0.0323224573989432,-0.0251256281407035,-0.0090809791711327,-0.0014692589911653,0.0186256248376221,0.4,蓝思科技,元器件,创业板,1,False,False,False,,,,,,,55.59
300408.SZ,2026-06-26,160.05,157.11,164.49,154.9,-0.0218188485515218,0.1,0.0136804104123124,0.038557375347159,0.0593304475596681,0.7828947368421059,-0.0396615864634584,0.0726091350195157,-0.0397873120645397,-0.0035301455004019,0.0014108191562805,0.0251028964279245,0.4,三环集团,元器件,创业板,1,False,False,False,,,,,,,160.05
300454.SZ,2026-06-26,89.3,95.15,95.99,89.21,-0.0717255717255718,-0.0719185200581999,-0.1176761189605769,-0.0709529754473575,-0.0899483624675544,0.0068027210884356,-0.1440621106105626,0.0384141297518021,-0.0109147609147608,-4.74751033069006e-05,-0.0046412076327115,0.0087908654549178,0.4,深信服,软件服务,创业板,1,False,False,False,,,,,,,89.3
300502.SZ,2026-06-26,566.0,598.0,598.0,550.0,-0.0728758865829087,0.0253623188405796,-0.0266217238770035,-0.0117886973768752,0.0108821643594383,0.3672316384180793,-0.0733464309102814,0.0661246590442895,-0.0204589755769954,-0.0039983607286785,-0.0032117493969757,0.0103185948389708,0.4,新易盛,通信设备,创业板,1,False,False,False,,,,,,,566.0
300628.SZ,2026-06-26,33.28,33.47,33.8,32.71,-0.0139259259259258,0.0230556409468183,0.0024096385542167,0.0,-0.0063595378138713,0.5876288659793825,-0.052391799544419,0.0229518393190565,-0.0082962962962963,-0.0022530845221695,-0.0011620970526149,0.004417954117987,0.4,亿联网络,通信设备,创业板,1,False,False,False,,,,,,,33.28
