ts_code,trade_date,close,open,high,low,ret_close_1d,ret_close_3d,ret_close_5d,close_ma5_ratio,close_ma10_ratio,close_range_pos_5d,close_drawdown_10d,close_vol_5d,overnight_prev_1d,overnight_prev_3d_mean,overnight_prev_5d_mean,overnight_prev_5d_std,overnight_positive_rate_5d,name,industry,market,gap_days,is_new_listing_180d,prev_limit_move_like_1d,prev_soft_outlier_1d,turnover_rate,volume_ratio,pe,pb,total_mv,circ_mv,pre_close
000963.SZ,2026-06-26,26.41,27.89,28.33,26.41,-0.0530656149157404,-0.0867911479944675,-0.0681016231474946,-0.0584670231729055,-0.0656619259888205,0.0,-0.1107744107744107,0.0266410463884129,0.0,-0.0020277685977388,-0.0032546070190704,0.0043735494458311,0.2,华东医药,化学制药,主板,1,False,False,False,,,,,,,26.41
000895.SZ,2026-06-26,22.8,22.57,23.08,22.47,0.0057344508160563,0.0008779631255486,0.0004387889425188,0.0028149190710766,-0.0146080041490188,0.5280898876404518,-0.0655737704918032,0.0063072364657844,-0.0044111160123512,-0.0013240448165256,-0.0010585064293366,0.0021308206000306,0.4,双汇发展,食品,主板,1,False,False,False,,,,,,,22.8
300661.SZ,2026-06-26,131.55,139.0,141.02,129.0,-0.048669366502748,-0.0409011373578301,-0.0091888227762295,-0.0345379286049787,0.0108577883307592,0.1821428571428579,-0.08006993006993,0.0288492290118296,0.0052068267283771,-0.0007012046151232,-0.0012863675460764,0.0146038790339769,0.6,圣邦股份,半导体,创业板,1,False,False,False,,,,,,,131.55
300750.SZ,2026-06-26,381.0,401.0,409.81,381.0,-0.0520029858173674,-0.0293240936536648,-0.0269441961435321,-0.0377572925874478,-0.0395232405124559,0.0,-0.0797990532315718,0.0403709605681708,-0.0022393630256282,0.0026313084647076,0.0033072545941873,0.0049158294563115,0.6,宁德时代,电气设备,创业板,1,False,False,False,,,,,,,381.0
300919.SZ,2026-06-26,42.72,46.37,47.24,42.72,-0.0865939704939063,-0.1101853780462404,-0.1217105263157894,-0.0993422162253331,-0.1125329787897043,0.0,-0.1752895752895752,0.0560633105104912,-0.0085524909129784,-0.0064491468903828,-0.0055915979177652,0.0099159741913604,0.2,中伟新材,电气设备,创业板,1,False,False,False,,,,,,,42.72
300751.SZ,2026-06-26,261.93,244.0,265.0,238.0,0.049819639278557,0.2574048293408861,0.1871374184191443,0.1189859790326299,0.1574816719916216,0.9496721311475412,-0.0115849056603772,0.0670285309615786,-0.0220440881763527,-0.0062146338678452,-0.0079622090086042,0.0115226142627848,0.6,迈为股份,专用机械,创业板,1,False,False,False,,,,,,,261.93
300760.SZ,2026-06-26,133.98,138.98,140.79,133.83,-0.0302547770700637,-0.0387430047352561,-0.0430683522605528,-0.0292711201275178,-0.0524082325482708,0.0140581068416098,-0.1202311379604701,0.019306466928404,0.0059351476548927,0.001659504254343,0.0001911102425294,0.0082697748438659,0.4,迈瑞医疗,医疗保健,创业板,1,False,False,False,,,,,,,133.98
300763.SZ,2026-06-26,83.5,85.46,87.31,83.31,-0.0188014101057578,-0.0766338604445427,-0.0929828372800347,-0.0569021211231336,-0.0712418664145486,0.0138787436084731,-0.1391752577319587,0.0347587050066531,0.0042303172737956,0.0015535468355275,0.0011883154327418,0.0055964562305037,0.6,锦浪科技,电气设备,创业板,1,False,False,False,,,,,,,83.5
300782.SZ,2026-06-26,100.93,109.94,112.34,100.91,-0.0933345310815665,-0.1140273876404494,-0.0487276154571157,-0.0860770038755478,-0.0315771293693208,0.0010476689366165,-0.1589166666666666,0.0557830702707879,-0.0123966942148759,-0.0096963929511887,0.0033007549002615,0.0180156359104529,0.4,卓胜微,半导体,创业板,1,False,False,False,,,,,,,100.93
300979.SZ,2026-06-26,30.01,30.48,30.68,29.95,-0.0154199475065616,-0.0334943639291465,-0.0399872040946897,-0.0206892050646129,-0.0450582320371665,0.0271493212669693,-0.115531977600943,0.0086987146105904,0.0,0.0002555202056567,8.933259684251738e-05,0.0068918915492008,0.2,华利集团,服饰,创业板,1,False,False,False,,,,,,,30.01
300957.SZ,2026-06-26,30.17,30.88,31.1,30.17,-0.0323925593329056,-0.0604173154780441,-0.0934495192307691,-0.0413091833492216,-0.0750505855662519,0.0,-0.1188668224299065,0.0164260168406626,-0.0096215522771007,-0.0036261057604089,-0.005743269436032,0.0041906371834298,0.0,贝泰妮,日用化工,创业板,1,False,False,False,,,,,,,30.17
300896.SZ,2026-06-26,85.5,88.03,89.37,85.48,-0.0387858347386171,-0.0613678779229334,-0.0641418563922942,-0.0410928177291283,-0.0585048396154737,0.002100840336134,-0.1031154935487255,0.0225893120770793,-0.0103428892636312,-0.0042198134585358,-0.0066808688570354,0.0053618804608004,0.0,爱美客,医疗保健,创业板,1,False,False,False,,,,,,,85.5
300832.SZ,2026-06-26,42.39,42.16,42.94,41.6,-0.0044621888210426,-0.0070274068868586,0.0092857142857143,0.0004248088360239,-0.0071902007166778,0.6057692307692314,-0.0407331975560081,0.0169222444992969,-0.0098637858149366,-0.0066248514770817,-0.0042264515024955,0.0054671642453332,0.2,新产业,医疗保健,创业板,1,False,False,False,,,,,,,42.39
300999.SZ,2026-06-26,23.34,23.84,23.94,23.28,-0.0222036028487642,-0.0461789946873723,-0.0426579163248563,-0.0288757593409336,-0.0509108653220559,0.0315789473684204,-0.1050613496932514,0.0143725940937243,-0.0012568077084206,-0.0023697858251242,-0.0044395127361714,0.0032605296205845,0.0,金龙鱼,食品,创业板,1,False,False,False,,,,,,,23.34
300759.SZ,2026-06-26,26.32,25.29,27.29,25.19,0.0374458021284982,0.1105485232067511,0.158960810215764,0.0624041333656251,0.117195127127637,0.8036437246963564,-0.0355441553682667,0.0185080329066471,-0.0031533307055577,-0.0021218639975349,-0.0037663389749296,0.0072223644470762,0.2,康龙化成,化学制药,创业板,1,False,False,False,,,,,,,26.32
301269.SZ,2026-06-26,113.76,110.0,117.99,103.51,0.0332425068119892,0.1230009871668311,0.0938461538461539,0.0637342908438061,0.0943091307861017,0.7935578330893123,-0.0358504958047291,0.0335524317945912,-0.0009082652134422,0.001071528828636,0.0018407799988296,0.0117044207618239,0.4,华大九天,半导体,创业板,1,False,False,False,,,,,,,113.76
002007.SZ,2026-06-26,12.12,12.52,12.73,12.1,-0.0403800475059383,-0.0640926640926641,-0.0560747663551401,-0.0400760335814986,-0.0511977454203851,0.0196078431372544,-0.0790273556231003,0.0228445041959405,-0.0087094220110848,-0.0060261832300238,-0.0047177502517572,0.0030406818814856,0.0,华兰生物,生物制药,主板,1,False,False,False,,,,,,,12.12
600000.SH,2026-06-26,8.76,8.86,8.89,8.7,-0.0101694915254236,-0.0560344827586206,-0.0363036303630363,-0.025583982202447,-0.0472046987165544,0.092307692307693,-0.0987654320987655,0.0211211186965149,0.0011299435028249,-0.0022144021463527,-0.0030854545237203,0.0027647437289104,0.2,浦发银行,银行,主板,1,False,False,False,,,,,,,8.76
600009.SH,2026-06-26,23.2,23.2,23.6,22.9,-0.0042918454935623,0.0104529616724737,0.0017271157167528,0.0057222125888676,-0.0101122157272689,0.6166666666666657,-0.0603483191575537,0.0212957421317629,-0.0042918454935623,-0.0014306151645207,-0.0013758378308141,0.0016613057339015,0.0,上海机场,机场,主板,1,False,False,False,,,,,,,23.2
600011.SH,2026-06-26,7.31,7.4,7.56,7.29,-0.0121621621621622,-0.0604113110539846,-0.0431937172774868,-0.0292164674634796,-0.0531088082901555,0.0533333333333333,-0.112864077669903,0.0217196407313395,0.0,-0.0013636656807732,-0.0023726035535416,0.003544439611519,0.2,华能国际,火力发电,主板,1,False,False,False,,,,,,,7.31
600010.SH,2026-06-26,2.22,2.28,2.29,2.18,-0.0305676855895196,-0.0553191489361701,-0.0864197530864196,-0.0520922288642186,-0.0676186476270472,0.1176470588235295,-0.1190476190476189,0.0378215126547881,-0.0043668122270743,-0.0057230986728363,-0.0041981155235137,0.0045104839495379,0.2,包钢股份,普钢,主板,1,False,False,False,,,,,,,2.22
002236.SZ,2026-06-26,15.98,16.61,16.61,15.94,-0.0413917216556689,0.0031387319522913,-0.0178242163491086,-0.0187891440501044,-0.0165548649147638,0.1223021582733813,-0.0709302325581394,0.0321495003458593,-0.0035992801439713,-0.0048856104139839,-0.0045156913680565,0.0025165080327586,0.0,大华股份,IT设备,主板,1,False,False,False,,,,,,,15.98
600015.SH,2026-06-26,6.51,6.65,6.68,6.51,-0.0210526315789474,-0.0482456140350877,-0.0180995475113122,-0.0254491017964071,-0.0374094336832766,0.0,-0.0713266761768901,0.0198276631732801,0.0,-0.0029766608713976,-0.00148433739765,0.0026788212144273,0.2,华夏银行,银行,主板,1,False,False,False,,,,,,,6.51
600016.SH,2026-06-26,3.29,3.36,3.37,3.29,-0.0208333333333332,-0.0573065902578796,-0.0545977011494253,-0.0346244131455398,-0.0581162324649298,0.0,-0.0986301369863013,0.0118919699573494,0.0,-0.0019326269441807,-0.0011595761665084,0.0014203440449524,0.0,民生银行,银行,主板,1,False,False,False,,,,,,,3.29
600018.SH,2026-06-26,4.76,4.83,4.83,4.74,-0.0144927536231884,-0.0364372469635628,-0.0265848670756646,-0.0197693574958813,-0.0321268808458722,0.0740740740740726,-0.0757281553398059,0.0110452068451664,0.0,0.0006747638326585,0.0008138562546053,0.000996787764074,0.4,上港集团,港口,主板,1,False,False,False,,,,,,,4.76
600027.SH,2026-06-26,4.46,4.53,4.61,4.46,-0.0110864745011085,-0.0346320346320346,-0.0367170626349891,-0.020641194554238,-0.0494458653026428,0.0,-0.1115537848605576,0.0073054081762264,0.0044345898004436,0.0014654829310465,-0.0008467100924184,0.0035455941748766,0.4,华电国际,火力发电,主板,1,False,False,False,,,,,,,4.46
600025.SH,2026-06-26,9.01,8.91,9.07,8.85,0.0134983127109109,-0.0394456289978678,-0.0311827956989247,-0.016160733784669,-0.0370845356417656,0.2222222222222222,-0.086206896551724,0.019055899385763,0.0022497187851517,0.0007405749874851,0.0002292912290501,0.0012874911661885,0.4,华能水电,水力发电,主板,1,False,False,False,,,,,,,9.01
600026.SH,2026-06-26,19.96,20.8,20.95,19.73,-0.0835629017447199,-0.0380722891566264,0.0341968911917098,-0.0563540090771557,0.0010030090270811,0.3294392523364488,-0.125711782742006,0.0749361391438342,-0.0449954086317723,-0.0090682748272562,-0.0052341165952475,0.0254311919409711,0.4,中远海能,水运,主板,1,False,False,False,,,,,,,19.96
600029.SH,2026-06-26,5.41,5.5,5.54,5.41,-0.0304659498207885,0.0484496124031008,0.0226843100189035,0.0138680659670165,0.0104594695554727,0.5576923076923083,-0.0475352112676055,0.0373374874930753,-0.014336917562724,0.0034749957330602,-0.000939577229351,0.0144428972441517,0.2,南方航空,空运,主板,1,False,False,False,,,,,,,5.41
600023.SH,2026-06-26,5.24,5.3,5.35,5.2,-0.011320754716981,-0.0524412296564195,-0.0902777777777776,-0.0364104450165501,-0.0894874022589053,0.0689655172413793,-0.1735015772870661,0.0103263552197831,0.0,-0.0042774540664836,-0.0057036130770308,0.0030423254709597,0.0,浙能电力,火力发电,主板,1,False,False,False,,,,,,,5.24
600028.SH,2026-06-26,4.52,4.58,4.59,4.45,-0.0065934065934066,-0.0443974630021143,-0.040339702760085,-0.0271201033146794,-0.0454871816530811,0.1555555555555541,-0.0846496557310652,0.0134340375428951,0.0065934065934065,0.0029025238327563,0.0009029398761737,0.0035056063168553,0.4,中国石化,石油加工,主板,1,False,False,False,,,,,,,4.52
600019.SH,2026-06-26,5.39,5.48,5.53,5.38,-0.0182149362477231,-0.0374999999999999,-0.02,-0.0214233841684822,-0.0362953692115144,0.0270270270270264,-0.0986622073578596,0.0144104902764958,-0.0018214936247722,0.0018095671784196,0.0010857403070517,0.0024687245974097,0.4,宝钢股份,普钢,主板,1,False,False,False,,,,,,,5.39
600030.SH,2026-06-26,27.74,28.8,29.16,27.71,-0.0427881297446515,-0.0204802259887005,0.0444277108433734,-0.020272656636293,0.0054367524465386,0.4657534246575338,-0.0532423208191127,0.0484276838303143,-0.0062111801242236,-0.0038377448004052,-0.0027119657198473,0.0030955848113138,0.2,中信证券,证券,主板,1,False,False,False,,,,,,,27.74
600031.SH,2026-06-26,17.68,17.64,18.19,17.62,-0.003943661971831,-0.0204986149584488,-0.0375612411540555,-0.0183231538034426,-0.0395480225988701,0.1027397260273964,-0.1111111111111111,0.0301095399238621,-0.0061971830985915,-0.0005973635578003,-0.0018593165537212,0.004031553650575,0.2,三一重工,工程机械,主板,1,False,False,False,,,,,,,17.68
600048.SH,2026-06-26,4.75,4.8,4.89,4.73,-0.0041928721174003,-0.0345528455284552,-0.0345528455284552,-0.018595041322314,-0.0433031218529709,0.1463414634146334,-0.0986717267552181,0.0184658028127901,0.0062893081761006,-0.0014049645015238,-0.0020494827659549,0.0054593569422567,0.2,保利发展,全国地产,主板,1,False,False,False,,,,,,,4.75
600036.SH,2026-06-26,36.0,36.38,36.47,35.88,-0.0063483301131658,-0.0374331550802138,-0.0338164251207728,-0.0219517496196478,-0.0435452589069846,0.0519480519480509,-0.0855981711963423,0.0107558475857565,0.0041402152911953,0.0019101759807079,-0.0001958160433519,0.0036993343860557,0.4,招商银行,银行,主板,1,False,False,False,,,,,,,36.0
600039.SH,2026-06-26,7.93,8.0,8.04,7.92,-0.00875,-0.0197775030902348,-0.0411124546553808,-0.0153960764837346,-0.0306808458623641,0.0263157894736835,-0.0536992840095467,0.0041609519406404,0.0,0.0020621963308815,0.0014732356209808,0.0026204992767861,0.6,四川路桥,建筑工程,主板,1,False,False,False,,,,,,,7.93
600061.SH,2026-06-26,6.51,6.74,6.81,6.5,-0.0398230088495575,-0.0254491017964071,0.0235849056603771,-0.0192829165411269,-0.0097353209613629,0.3818181818181819,-0.0496350364963503,0.0379662272312246,-0.0058997050147492,-0.0034849383261027,-0.0033488246308817,0.0024446599520744,0.0,国投资本,证券,主板,1,False,False,False,,,,,,,6.51
600050.SH,2026-06-26,4.05,4.1,4.1,4.04,-0.0068661108386465,-0.0421002838221381,-0.0421002838221381,-0.024190439475713,-0.0416923004117175,0.035971223021582,-0.0749200548195523,0.0119231468158552,0.0053948013732219,0.0002023787562257,-0.0008202132045295,0.0031076188132115,0.2,中国联通,电信运营,主板,1,False,False,False,,,,,,,4.05
002475.SZ,2026-06-26,68.0,71.0,71.5,67.05,-0.0862671324912658,-0.0196078431372549,-0.0275990275990276,-0.0428736311685388,-0.0168437793681773,0.1633064516129036,-0.1087811271297509,0.060897912072674,-0.0459553883364687,-0.0194216481216201,-0.0094800264368517,0.0197616883380872,0.4,立讯精密,元器件,主板,1,False,False,False,,,,,,,68.0
600066.SH,2026-06-26,26.8,26.57,27.22,26.25,0.0086563793752352,0.0082768999247555,0.0291858678955454,-0.0001492314579913,-0.009864410536816,0.5439560439560449,-0.0927555856465808,0.0302076051849257,0.0,0.0002550973591,0.005737128706243,0.0141976224701897,0.4,宇通客车,汽车整车,主板,1,False,False,False,,,,,,,26.8
600111.SH,2026-06-26,47.26,48.89,48.89,47.08,-0.0394308943089432,-0.0538538538538539,-0.0805447470817121,-0.054005364506185,-0.061165299270943,0.0254596888260254,-0.1272391505078486,0.0484984315604627,-0.0063008130081301,-0.0074988444695346,-0.0041591361653212,0.0100131877150935,0.4,北方稀土,小金属,主板,1,False,False,False,,,,,,,47.26
600085.SH,2026-06-26,22.39,22.88,23.04,22.37,-0.0214160839160838,-0.051673019906819,-0.0472340425531914,-0.0297278557808978,-0.0551546609275434,0.0109289617486336,-0.1051159072741806,0.0141817927207971,0.0,-0.002912985985961,-0.003957847154661,0.00391834790471,0.2,同仁堂,中成药,主板,1,False,False,False,,,,,,,22.39
600089.SH,2026-06-26,22.45,23.48,23.63,22.45,-0.0323275862068965,-0.0547368421052631,-0.0373070325900515,-0.0480834464043419,-0.047235071934813,0.0,-0.1077106518282989,0.0490110118996431,0.0120689655172414,0.0027709676686715,0.0012518195648212,0.0061062661035529,0.4,特变电工,电气设备,主板,1,False,False,False,,,,,,,22.45
600183.SH,2026-06-26,178.5,182.0,182.3,171.69,-0.0464743589743589,0.063322809316733,-0.0292054168706151,-0.0032053787819561,0.0162370194935326,0.4721893491124261,-0.0697310819262038,0.0641867716123123,-0.0277777777777776,-0.004311552486143,-0.0055795017991804,0.0196983661995152,0.6,生益科技,元器件,主板,1,False,False,False,,,,,,,178.5
600115.SH,2026-06-26,4.05,4.09,4.14,4.05,-0.0240963855421687,0.0574412532637074,0.0331632653061224,0.021180030257186,0.0155466399197592,0.612244897959183,-0.0515222482435596,0.0382992860543136,-0.0144578313253013,0.0055012167320191,-0.0012911066954823,0.0169367281843009,0.4,中国东航,空运,主板,1,False,False,False,,,,,,,4.05
600104.SH,2026-06-26,9.73,10.05,10.07,9.73,-0.0328031809145129,-0.0562560620756547,-0.0697896749521989,-0.0400552486187846,-0.0649625216221412,0.0,-0.1249999999999998,0.015008884946288,-0.0009940357852882,0.0009397661572633,-0.0003885212580229,0.0039462502738281,0.2,上汽集团,汽车整车,主板,1,False,False,False,,,,,,,9.73
600161.SH,2026-06-26,11.41,11.77,11.84,11.4,-0.0338696020321761,-0.0678104575163398,-0.0731112916328188,-0.0410152966885192,-0.0659790438768826,0.0089285714285712,-0.1276758409785933,0.0182499717224723,-0.0033869602032177,-0.002818258934514,-0.0026826122940218,0.0033429858250551,0.2,天坛生物,生物制药,主板,1,False,False,False,,,,,,,11.41
600176.SH,2026-06-26,74.12,71.0,77.2,70.12,0.0468926553672317,0.2577634481588327,0.3854205607476637,0.133160067268002,0.2954191935963086,0.867241379310345,-0.0398963730569947,0.038810461359805,0.0028248587570622,0.0022634716082463,0.0070641722990879,0.0130603163907649,0.8,中国巨石,玻璃,主板,1,False,False,False,,,,,,,74.12
600188.SH,2026-06-26,17.98,18.36,18.53,17.97,-0.0104567969179967,-0.0664589823468329,-0.0722394220846233,-0.04392215250452,-0.093338712117392,0.0044642857142864,-0.2319521571977787,0.0230608664351737,0.0104567969179965,-0.0014842270834225,-0.0009602373053482,0.0091849541755951,0.4,兖矿能源,煤炭开采,主板,1,False,False,False,,,,,,,17.98
600196.SH,2026-06-26,21.21,22.03,22.41,21.2,-0.0437330928764652,-0.0471698113207547,-0.0266177145479576,-0.0377461210416477,-0.0363471149477508,0.0879120879120879,-0.0725841714035855,0.0241586677712259,-0.0067628494138862,-0.0056473149838241,-0.0043957796562449,0.0060929769522218,0.2,复星医药,化学制药,主板,1,False,False,False,,,,,,,21.21
600150.SH,2026-06-26,33.4,35.2,35.29,33.21,-0.054627795075007,-0.0672996369729127,-0.0758162700608744,-0.057668434713915,-0.0652113070249089,0.0403397027600844,-0.1191983122362869,0.0344298931145104,-0.0036795924143785,-0.0036782045435952,-0.0026242953540495,0.004428105561594,0.2,中国船舶,船舶,主板,1,False,False,False,,,,,,,33.4
600276.SH,2026-06-26,48.67,50.46,50.73,48.62,-0.0273780975219823,-0.0063291139240505,0.0051631557207765,-0.0159725030327537,0.0005550644491498,0.3374384236453211,-0.0523753894080996,0.0216106240167942,0.0083932853717025,0.0002106971139506,-0.0015116326328136,0.0055353510252829,0.2,恒瑞医药,化学制药,主板,1,False,False,False,,,,,,,48.67
600132.SH,2026-06-26,41.35,41.95,42.6,41.26,-0.0185141229527652,-0.0526918671248567,-0.0672230994811639,-0.0333816447706764,-0.0785309979052458,0.0243243243243252,-0.1671701913393756,0.0087139290809995,-0.0042724899121765,-0.0006120444223487,-0.001360792548275,0.0036158335812945,0.2,重庆啤酒,啤酒,主板,1,False,False,False,,,,,,,41.35
600233.SH,2026-06-26,15.29,15.57,15.58,15.19,-0.0167202572347268,-0.0473520249221184,-0.0322784810126582,-0.0274774201755504,-0.0556481996170712,0.0714285714285711,-0.1262857142857143,0.0134337264240005,0.0012861736334404,0.0035439893419878,0.0012376227294208,0.0048032210966827,0.6,圆通速递,仓储物流,主板,1,False,False,False,,,,,,,15.29
600219.SH,2026-06-26,4.09,4.29,4.31,4.07,-0.0466200466200467,-0.0808988764044944,-0.0971302428256071,-0.0691852526172053,-0.0983245149911815,0.0285714285714279,-0.1635991820040899,0.0440759904137156,0.0,-0.0083594137465154,-0.0075366566512706,0.008957542506942,0.0,南山铝业,铝,主板,1,False,False,False,,,,,,,4.09
600160.SH,2026-06-26,50.95,50.3,52.46,49.67,0.002952755905512,0.0875133404482391,0.1548050770625568,0.0277979504559027,0.0718192527768428,0.8312849162011176,-0.028783835303088,0.0578969528929372,-0.0098425196850393,-0.0087593173051874,0.0027929589995632,0.0164500791451941,0.4,巨化股份,化工原料,主板,1,False,False,False,,,,,,,50.95
600309.SH,2026-06-26,71.79,73.6,75.2,70.93,-0.0247249015079471,-0.0138736263736262,0.0396813902968864,-0.0224673202614379,-0.006064130254195,0.4072769953051653,-0.0657209786569494,0.0428089267728683,-0.0001358511071866,-0.0031242662994503,0.0018006010016701,0.0086208720991599,0.4,万华化学,化工原料,主板,1,False,False,False,,,,,,,71.79
002938.SZ,2026-06-26,110.98,112.0,117.0,108.29,-0.0276852987559137,0.0380694041717333,-0.0744725210574597,0.0063109789271336,0.0046257321058398,0.4442200908632005,-0.0984565393988626,0.0531322780717245,-0.0187489048536884,-0.0063356991904919,-0.0075311882542494,0.0134657511164296,0.4,鹏鼎控股,元器件,主板,1,False,False,False,,,,,,,110.98
600332.SH,2026-06-26,19.77,20.27,20.34,19.76,-0.0246669955599407,-0.0572246065808297,-0.048604427333975,-0.0355156600643964,-0.0498846597462516,0.006535947712417,-0.074438202247191,0.0138278077651871,0.0,-0.0006681279658848,-0.0008818312329267,0.0036806346338978,0.2,白云山,中成药,主板,1,False,False,False,,,,,,,19.77
600346.SH,2026-06-26,18.44,18.65,19.09,17.92,0.0126304228445908,0.0148596587782057,0.0783625730994153,0.0031552605810032,0.0210975137050777,0.6692015209125484,-0.0450543759709993,0.0451025948150153,0.0241625480505216,0.0024799701467321,0.0039739109405548,0.0154171854075159,0.8,恒力石化,石油加工,主板,1,False,False,False,,,,,,,18.44
600372.SH,2026-06-26,10.72,10.88,10.92,10.58,-0.0174152153987167,-0.0174152153987167,-0.02367941712204,-0.0166941845532929,-0.024922685100964,0.1971830985915503,-0.0579964850615114,0.0160790924185689,-0.0027497708524288,-0.0055351209950002,-0.0051314575611012,0.0041686968733503,0.0,中航机载,航空,主板,1,False,False,False,,,,,,,10.72
600406.SH,2026-06-26,22.74,23.15,23.27,22.61,-0.0039421813403416,-0.0185584807941304,-0.0138768430182133,-0.0167762020062263,-0.0209248256264531,0.0962962962962954,-0.0509181969949917,0.0257455083706488,0.0140166447656593,0.0094100796325015,0.0066868110058669,0.0078398652242512,0.6,国电南瑞,电气设备,主板,1,False,False,False,,,,,,,22.74
600362.SH,2026-06-26,42.39,45.39,46.08,42.2,-0.0669161347127448,-0.1413814057119707,-0.204839617332583,-0.1145876848525356,-0.1132912186754799,0.0146491904394755,-0.231647634584013,0.0475165274354354,-0.0008804754567466,-0.021771566792543,-0.0178489156387045,0.012740448429281,0.0,江西铜业,铜,主板,1,False,False,False,,,,,,,42.39
600460.SH,2026-06-26,50.38,49.8,53.8,49.33,0.0104292017649418,0.0710034013605442,0.2043987568730576,0.0405221198727747,0.1701312274997097,0.6679611650485441,-0.0635687732342006,0.0328086284773468,-0.0012033694344164,-0.0093165169367953,0.0077664472027668,0.0272708159979867,0.4,士兰微,半导体,主板,1,False,False,False,,,,,,,50.38
600482.SH,2026-06-26,30.11,32.01,32.38,30.02,-0.0763803680981595,-0.1190754827384436,-0.0906070673512533,-0.0866901237563697,-0.0714528016776145,0.0150501672240802,-0.1636111111111111,0.0456188726220719,-0.0180981595092025,-0.0108477042989259,-0.0037300058472504,0.0107822238247943,0.2,中国动力,船舶,主板,1,False,False,False,,,,,,,30.11
600377.SH,2026-06-26,11.75,11.83,11.86,11.68,-0.0067624683009298,-0.0208333333333333,-0.0257048092868988,-0.0097758301028146,-0.0228690228690229,0.1590909090909099,-0.0629984051036681,0.0084948635073557,0.0,-0.000294698251551,-0.0016747776069381,0.0026364035885632,0.2,宁沪高速,路桥,主板,1,False,False,False,,,,,,,11.75
600436.SH,2026-06-26,108.0,110.95,112.5,108.0,-0.025094782451706,-0.0468625893566322,-0.0433165027903268,-0.0284624518729086,-0.0505995288160624,0.0942111237230417,-0.1098656556498804,0.0212168764893229,0.0015345730276223,-0.002528043014206,-0.0040670346756468,0.0039405926883842,0.2,片仔癀,中成药,主板,1,False,False,False,,,,,,,108.0
600438.SH,2026-06-26,11.96,12.24,12.77,11.95,-0.023673469387755,-0.0323624595469254,-0.0692607003891049,-0.0325190098689531,-0.0701290623542216,0.0086956521739144,-0.1648044692737429,0.0236212247774376,-0.0008163265306122,-0.0019034517798489,-0.0026895119538716,0.0015345180877013,0.0,通威股份,电气设备,主板,1,False,False,False,,,,,,,11.96
600426.SH,2026-06-26,25.09,25.8,26.36,24.98,-0.0233553912028027,-0.016078431372549,-0.0164641317130537,-0.0305255023183926,-0.0524924471299093,0.0537190082644624,-0.1617106582024724,0.042421217847187,0.0042818217205138,0.0012309715564345,0.0014599855021017,0.0050039492749837,0.6,华鲁恒升,农药化肥,主板,1,False,False,False,,,,,,,25.09
600489.SH,2026-06-26,18.3,19.2,19.23,18.05,-0.031233456855479,-0.0863704443334997,-0.1651459854014598,-0.0791062801932366,-0.1310128686072464,0.0589622641509434,-0.2022667829119442,0.0441280868847071,0.0164107993647431,-0.0102608317334838,-0.0139809165084962,0.018691445469296,0.2,中金黄金,黄金,主板,1,False,False,False,,,,,,,18.3
600519.SH,2026-06-26,1168.63,1199.0,1199.0,1168.1,-0.0130447707748488,-0.0215969846604141,-0.015456083358046,-0.0163335282771176,-0.0320889958317781,0.0078083564146413,-0.0776226226858283,0.0160553444753689,0.0126039206942798,0.0040649753024221,0.0019254878484632,0.0053845044507065,0.4,贵州茅台,白酒,主板,1,False,False,False,,,,,,,1168.63
600415.SH,2026-06-26,9.76,10.03,10.1,9.76,-0.0336633663366336,-0.0775047258979206,-0.0740037950664136,-0.0453834115805946,-0.074530627726152,0.0,-0.137809187279152,0.0256858214700033,-0.0069306930693069,-0.0036867761487657,-0.0071263732324448,0.0055593266770423,0.2,小商品城,商品城,主板,1,False,False,False,,,,,,,9.76
600570.SH,2026-06-26,20.96,22.42,22.42,20.96,-0.070509977827051,-0.0996563573883161,-0.0579775280898876,-0.072155821159805,-0.0669100298268263,0.0,-0.1363823650597444,0.0472267357520416,-0.0057649667405764,-0.0071593911594483,-0.0072216547268455,0.0026194261617734,0.0,恒生电子,软件服务,主板,1,False,False,False,,,,,,,20.96
600547.SH,2026-06-26,23.0,24.24,24.26,22.82,-0.0388633514417049,-0.0748189863234111,-0.1452991452991453,-0.0713824289405684,-0.1278298130522165,0.039911308203991,-0.2155525238744884,0.0393645151181357,0.0129544504805683,-0.0072482912710067,-0.0065486172063238,0.0128606696603409,0.2,山东黄金,黄金,主板,1,False,False,False,,,,,,,23.0
600584.SH,2026-06-26,100.89,106.92,109.33,100.68,-0.0314869924162426,0.1719131141828318,0.2165681900397924,0.0573698331516727,0.1710425517097291,0.6667982629293329,-0.0771974755327906,0.0793306852859191,0.0263991552270328,0.0193628149351654,0.0200913063333043,0.0270010027100766,0.8,长电科技,半导体,主板,1,False,False,False,,,,,,,100.89
600515.SH,2026-06-26,2.72,2.8,2.81,2.72,-0.0354609929078012,-0.0456140350877192,-0.0456140350877192,-0.0299572039942939,-0.054242002781641,0.0,-0.111111111111111,0.0203179876256373,-0.0070921985815602,-0.0023640661938534,-0.0007166853303471,0.0034653303410248,0.2,海南机场,机场,主板,1,False,False,False,,,,,,,2.72
