ts_code,trade_date,close,open,high,low,ret_close_1d,ret_close_3d,ret_close_5d,close_ma5_ratio,close_ma10_ratio,close_range_pos_5d,close_drawdown_10d,close_vol_5d,overnight_prev_1d,overnight_prev_3d_mean,overnight_prev_5d_mean,overnight_prev_5d_std,overnight_positive_rate_5d,name,industry,market
000800.SZ,2026-06-26,5.85,6.0,6.03,5.85,-0.03145695364238421,-0.05032467532467544,-0.039408866995073955,-0.032738095238095344,-0.044117647058823595,0.0,-0.08736349453978165,0.01640979143688422,-0.0066225165562914245,0.0010294090817872064,-0.0006933091248273237,0.006328312805254721,0.2,一汽解放,汽车整车,主板
000858.SZ,2026-06-26,73.17,74.9,75.72,73.13,-0.024399999999999977,-0.02126805778491181,-0.03533289386947913,-0.01859005311443762,-0.042277486910994644,0.04981549815498093,-0.09577360355907072,0.021812291526830396,-0.0013333333333332975,-0.0025622415558801035,-0.0035052876097595663,0.001358782305354376,0.0,五粮液,白酒,主板
000876.SZ,2026-06-26,6.08,5.96,6.3,5.89,0.020134228187919545,-0.017770597738287597,-0.01935483870967747,0.00032905561039808795,-0.027977617905675545,0.46428571428571425,-0.0843373493975903,0.021537978767153344,0.0,-0.0016806722689075941,-0.0010089228148794315,0.002259506554182403,0.2,新希望,饲料,主板
000938.SZ,2026-06-26,25.62,27.67,27.73,25.6,-0.0975695667488552,-0.04793756967670004,-0.06666666666666665,-0.06133216091448668,-0.049491726645395806,0.006734006734006593,-0.10325516275813784,0.05409619812216584,-0.025361042620640983,-0.010294932596907577,-0.006239474212057483,0.009843893843068498,0.2,紫光股份,IT设备,主板
000975.SZ,2026-06-26,17.31,18.09,18.4,17.01,-0.04046563192904662,-0.09608355091383813,-0.17845277645942104,-0.08798735511064282,-0.14628131781416454,0.06944444444444384,-0.23373173970783534,0.04424728582124685,0.0027716186252773056,-0.01249328812719804,-0.011741220546990538,0.009661422728981992,0.2,山金国际,黄金,主板
000983.SZ,2026-06-26,5.92,6.15,6.18,5.92,-0.03739837398373991,-0.09618320610687026,-0.07064364207221352,-0.058524173027989734,-0.10235026535253966,0.0,-0.20643431635388743,0.03143785231084678,0.0,0.0015267175572519036,-0.0005736651802685566,0.006153547620096792,0.4,山西焦煤,煤炭开采,主板
000977.SZ,2026-06-26,63.89,67.0,67.2,63.66,-0.06825142190462297,-0.0017187499999999911,-0.026957051477307314,-0.024461002870579507,-0.0030739463541747947,0.1839622641509437,-0.07513028372900976,0.04813878347983629,-0.022896310339798664,-0.008008903858122215,-0.002863111303336252,0.010544756570708183,0.6,浪潮信息,IT设备,主板
000877.SZ,2026-06-26,3.71,3.79,3.81,3.71,-0.02110817941952503,-0.04381443298969068,-0.058375634517766506,-0.031331592689295196,-0.056699720315281144,0.0,-0.11031175059952036,0.0077551130718069355,0.0,-0.0026109660574412663,-0.004104650700454604,0.004162311555530985,0.0,天山股份,水泥,主板
000999.SZ,2026-06-26,22.16,22.75,22.81,22.08,-0.026789635485287677,-0.07007973143096924,-0.05621805792163548,-0.04160539745696734,-0.06312095717245159,0.040000000000000924,-0.11039743075070252,0.017967467849153408,-0.0008783487044355942,-0.005380210711420623,-0.006463473847925982,0.002813174849733502,0.0,华润三九,中成药,主板
001289.SZ,2026-06-26,17.57,16.76,17.57,16.76,0.10032565130260518,0.06821498054474717,0.06304453049370773,0.0632761250030256,0.03889499887655079,1.0,-0.023237714031576595,0.049168339852208164,0.04959919839679361,0.016529173192977347,0.005800413011987105,0.022432724264027395,0.4,龙源电力,新型电力,主板
001965.SZ,2026-06-26,9.5,9.7,9.78,9.33,-0.023638232271325887,-0.06862745098039214,-0.03258655804480659,-0.039045114303054795,-0.02962206332992845,0.1752577319587627,-0.07766990291262144,0.0234400476199738,-0.0030832476875644055,0.0003030642206898933,-0.0012125837783430126,0.0034870779119658647,0.4,招商公路,路桥,主板
001979.SZ,2026-06-26,6.54,6.72,6.79,6.53,-0.022421524663677195,-0.06571428571428573,-0.09793103448275864,-0.04441846873173594,-0.10078372061047713,0.012195121951219261,-0.21863799283154117,0.016335228709141284,0.004484304932735439,-0.00048347105605158386,-0.0027728412543206018,0.004356351792033372,0.2,招商蛇口,全国地产,主板
002001.SZ,2026-06-26,29.58,30.0,30.66,29.49,-0.014000000000000012,-0.005714285714285783,0.05642857142857127,-0.01083467094703039,0.00612244897959191,0.6061381074168791,-0.04948586118251941,0.03168032828568411,0.0,-0.0030326092701231286,-0.002023300706386255,0.0037331381398450023,0.2,新和成,化学制药,主板
002027.SZ,2026-06-26,4.76,4.83,4.89,4.75,-0.012448132780083054,-0.0325203252032521,-0.05179282868525892,-0.02298850574712641,-0.05742574257425748,0.07894736842105098,-0.1361161524500908,0.01618373661437956,0.0020746887966804906,-0.0006973259566620168,-0.0020057221569932393,0.002570852186595556,0.2,分众传媒,广告包装,主板
002049.SZ,2026-06-26,83.98,86.01,87.64,82.81,-0.04022857142857139,0.025271639604443896,0.04465729568354271,0.002171889543903127,0.04666234607906672,0.4562569213732009,-0.05523680953988075,0.03222399770936468,-0.017028571428571393,-0.007863331639220558,-0.00410851900273348,0.008842025609726521,0.4,紫光国微,半导体,主板
002028.SZ,2026-06-26,175.12,185.55,188.5,174.58,-0.07098143236074272,-0.09264248704663214,-0.07928496319663503,-0.07326263203573169,-0.052242481314910716,0.017241379310344578,-0.1494900437105391,0.04972441741001717,-0.0156498673740052,-0.011976294767811257,-0.0030403027024814124,0.012700959196405587,0.4,思源电气,电气设备,主板
002142.SZ,2026-06-26,31.13,30.85,31.5,30.78,0.011042546281260224,-0.0022435897435897356,0.011371020142949995,0.005620881250807619,-0.0066373093369073155,0.6814814814814812,-0.05494839101396476,0.009826438383127922,0.0019486846378695688,-0.003002310622933472,-0.0024512854913474103,0.003148229054149864,0.4,宁波银行,银行,主板
002129.SZ,2026-06-26,11.19,10.23,11.19,10.17,0.10029498525073732,0.13719512195121952,0.09064327485380108,0.09469771081980038,0.09011203117389166,1.0,0.0,0.06631454980692388,0.005899705014749346,-0.0034413620568436074,-0.003384398608290895,0.010865516087368151,0.6,TCL中环,电气设备,主板
002050.SZ,2026-06-26,41.5,43.68,43.68,41.5,-0.05553026854802001,-0.0391294281083584,-0.09269785745518155,-0.04711609110947834,-0.0648519536707377,0.0,-0.12262156448202954,0.030535847916298556,-0.005917159763313529,-0.0028088663896319956,-0.003849065141370467,0.003414141650527343,0.0,三花智控,家用电器,主板
002074.SZ,2026-06-26,26.88,28.6,28.79,26.87,-0.06210746685275648,-0.09035532994923867,-0.09525412319084492,-0.07323127844435251,-0.08425033216366307,0.002538071065989344,-0.12755598831548198,0.03566071885593962,-0.002093510118632236,-0.005242788340070488,-0.0055513935807280255,0.00299711182388085,0.0,国轩高科,电气设备,主板
